POB,Kids,Married,FSES,YNatStat,EdArea,EdAchv,Occ,School,RelBack,SocBG,Region,AgeJoin,Cjoin,PlJoin,risk
114,,,,1,5,4,3,4,,,3.4,,114,0,1
114,,,,1,,,,,,,3.4,,114,0,1
114,,,,1,5,3,0,4,,,3.4,,114,0,1
114,,,,1,0,0,0,1,,,3.4,,114,0,1
114,,,,1,0,0,0,4,,,3.4,,114,0,1
114,,,,1,0,0,0,4,,,3.4,,114,0,1
114,,,,1,5,3,0,1,,,3.4,,114,0,1
114,,,,1,5,3,2,4,,,3.4,,114,0,3
114,,,,1,1,1,0,4,,,3.4,,114,0,1
114,,,,1,5,3,0,4,,,3.4,,114,0,1
103,,,,1,,,1,,,,3.4,,103,0,3
60,,,,1,2,1,2,1,,,3.4,,60,0,1
60,,,,1,1,0,0,4,,,3.4,,60,0,
60,,,,1,0,0,,,,,3.4,,60,0,
60,,,,1,0,1,0,1,0,,3.4,,60,0,2
60,,,,1,0,0,0,0,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,,,,1,,,0,1,,,3.4,,60,0,
60,,,,1,1,0,,,,,3.4,,60,0,
60,,,,1,1,0,0,0,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
81,,,,,,,,,,,3.4,,,0,
81,,,,,,,,,,,3.4,,,,1
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,
60,,,,1,0,1,0,0,,,3.4,,60,0,
114,,,,1,5,4,1,4,,,3.4,,114,0,3
114,,,,1,5,3,0,4,,,3.4,,114,0,2
114,,,,1,2,4,2,4,,,3.4,,114,0,3
110,,,,,,,0,,,,3.5,,,,1
60,,,,1,1,1,1,0,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,1,1,1,1,5,2,0,0,,,3.4,,60,0,
60,1,1,1,1,1,1,0,4,,,3.4,,60,0,
60,1,1,1,1,0,1,1,4,,,3.4,,60,0,1
60,,,0,1,0,0,0,0,,,3.4,,60,0,1
60,,,,1,0,2,0,0,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
,,1,,,,,,,,,,,,,
60,,1,,1,2,1,1,1,0,,3.4,,60,0,
60,,1,,1,,,,,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,,,,1,,,,,,,3.4,,60,0,
60,1,1,,1,5,6,3,0,,0,3.4,20,60,0,1
60,,,,1,,,,,,,3.4,,60,0,
60,1,1,,1,5,2,3,4,,,3.4,,60,0,
,,,,,0,1,,,,,,,,,
60,,,,1,0,0,,0,,,3.4,,60,0,2
60,,,,1,0,1,1,4,,,3.4,,60,0,
60,1,1,,1,5,4,3,4,,,3.4,,60,0,
60,1,1,,1,2,0,0,3,,,3.4,,60,0,
60,1,1,,1,2,1,0,4,,,3.4,,60,0,
60,,,,1,1,4,0,4,,,3.4,,60,0,
60,1,1,,1,1,5,3,4,,,3.4,,60,0,
,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,1,4,4,0,4,,,3.4,,60,0,
60,,,,1,,,0,1,,,3.4,,60,0,
,,,,,,,,,,,,,,,
60,1,1,,1,4,4,2,4,,,3.4,,60,0,
60,,,,1,0,1,0,0,,,3.4,,60,0,
60,,0,,1,,,0,,,,3.4,,60,0,
60,1,1,,1,1,2,2,1,,,3.4,,60,0,
60,,0,,1,2,1,0,1,,,3.4,,60,0,
60,0,1,,1,4,4,3,4,,,3.4,,60,0,
60,1,1,,1,4,1,0,4,,,3.4,,60,0,
60,4,1,,,0,1,0,4,,,,,,,3
60,1,1,,1,,1,1,4,,,3.4,,60,0,
60,,0,,1,5,4,0,4,,,3.4,22,60,0,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,0,2,,,,,,,,,
,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,
,,,,,,,3,,,,,,,,
,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2
,,,,,,,3,,,,,,,,
,,,,,,,,,0,,,,,,
,,,,,,,3,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8,,2
,,1,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,
60,6,2,0,,0,0,0,4,0,,3.4,,,,
,,,,,,,3,,,,,,,,
,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
68,,,,,,,3,,,,3.5,,,,2
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,
,,1,,,,,0,,,,,,,,
,2,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
41,,,,1,,,,,,,1.3,,,,
71,,,,,5,2,,4,,,3.5,,137,1,
137,,,,3,,,,,,,2.5,,62,0,
68,,,,2,4,6,,3,0,,3.5,,,,
121,,,,3,,,,,,,1.3,,,,
86,,,1,1,5,5,,4,2,,1.3,,119,1,3
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,
,,,,,,,0,,,,,,,,
24,,,,1,0,4,,4,,,2.5,21,86,0,
,,,,,,,,,,,,,,,2
,,1,,,,,1,,,,,,,,3
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
86,,1,,,,,,,,,1.3,,,,1
86,,1,,,,,,,,,1.3,,,,1
41,,,,1,6,2,0,,,,1.3,,,,2
41,,,2,1,1,0,,1,0,,1.3,,,,1
41,,,,,6,8,0,4,2,,1.3,,,,1
41,,,,,6,8,0,4,2,,1.3,,,,1
41,,,,,6,4,0,4,2,,1.3,,,,1
,,,,,,,,,,,,,,,1
110,,,,,,,,,,,3.5,,110,1,
110,,,,,,,,,,,3.5,,110,1,
41,,1,,,,,,,,,1.3,,,,
47,,,,2,,,,,,,4.4,,,,1
136,,,,,,,,,,,4.2,,,,
86,,,,2,0,4,,4,,,1.3,,,,
110,,,,1,,,,,,,3.5,,,,
110,,,,1,,,,,,,3.5,,,,
110,,,,1,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
110,,,,1,,,,,,,3.5,,,,2
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,,,,1,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,,,,1,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,,,,1,0,4,,,,,3.5,,,,2
,,,,,,,,,,,,,,,
110,,,,1,,,,,,,3.5,,,,
110,,,2,1,0,2,,,,,3.5,,,,
140,,,,3,,,,,,,3.5,,,,2
,,,,,,,,,,,,,,,
,,,,,0,1,,4,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,2,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,1,,,,3.5,,,,2
110,,,,2,,,,,,,3.5,,,,
110,,,,2,,,,,,,3.5,,,,
110,,,,2,,,,,,,3.5,,,,
110,,,,2,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,2,,,,,,,3.5,,,,
110,,,,2,,,,,,,3.5,,,,
137,,,,2,,,,,,,2.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,2,,,,,,,3.5,,,,
3,,,,3,,,,,,,1.3,,,,1
3,,,,3,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,2
41,,,,1,,,,,,,1.3,,,,2
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
41,,,,1,,,,,,,1.3,,,,1
3,1,1,,,,,,,,,1.3,,,,2
,,,,,,,,,,,,,,,2
3,1,1,0,1,,,,,2,,1.3,,,,1
,,,,,,,0,,,,,,,,1
,,,,,,,,,,,,,,,1
47,,,,2,,,,,,,4.4,,,,1
47,,,,2,,,,,,,4.4,,,,1
47,,,,0,,,,,0,,4.4,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2
86,0,0,0,1,0,0,0,4,0,0,1.3,,,,1
86,0,0,0,1,4,2,0,4,,0,1.3,,,,1
86,0,0,0,1,,,,,,0,1.3,,,,1
86,,,0,1,5,3,0,4,,0,1.3,,,,1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
126,,,,,,,,,,,3.5,,,,
41,,,,,,,,,,,1.3,,,,2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
98,,,,,,,3,,,,3.3,,,,
98,,,,,,,,,,,3.3,,,,
,,,,,,,,,,,,,,,
98,,,,,,,,,,,3.3,,,,
98,,,,,,,,,,,3.3,,,,
98,,,,,,,,,,,3.3,,,,
60,,0,,1,0,1,0,1,1,,3.4,,60,0,
60,,,,,1,0,0,0,,,3.4,,,1,
60,,,,,1,0,2,0,1,,3.4,,,1,
60,,,,,4,4,2,1,0,,3.4,,,1,
60,,,,,0,0,1,0,0,,3.4,,,1,
60,,,,,0,0,0,0,,,3.4,,,1,
60,1,,,,0,1,0,0,,,3.4,,,1,
60,,,,,0,0,0,0,,,3.4,,,1,
60,,,,,0,0,0,0,1,,3.4,,,1,
60,,,,,1,1,1,0,0,,3.4,,,1,
60,,,,,1,1,1,0,1,,3.4,,,1,
60,,,,,1,0,,0,,,3.4,,,1,
60,,,,,0,1,0,0,0,,3.4,,,1,
60,,,,,,,,,,,3.4,,,1,
60,1,,,,0,1,1,1,0,,3.4,,,1,
60,,,,,0,0,,,,,3.4,,,1,
60,,,,,0,1,1,4,,,3.4,42,60,0,
60,,,,,0,1,1,1,0,,3.4,,,1,
60,,,,,,,,0,,,3.4,,,1,2
60,,,,,0,0,,,,,3.4,,,1,
60,,,,,0,0,,0,,,3.4,,,1,
60,,,,,,,2,,,,3.4,,,1,
60,,,,,,,,0,,,3.4,,,1,2
60,,1,,,2,2,3,1,0,,3.4,,,1,
60,,,,,1,0,2,1,,,3.4,,,1,
60,,,,,0,1,,1,0,,3.4,,,1,
60,,,,,2,5,3,1,0,,3.4,,,1,
60,,,,,0,0,2,0,0,,3.4,,,1,
60,,,,,0,0,0,0,0,,3.4,,,1,
60,,,,,0,1,2,1,0,,3.4,24,60,0,
60,,,,,1,0,,,,,3.4,,,1,
60,,,,,0,2,2,4,,,3.4,,,1,
60,,,,,0,1,1,1,0,,3.4,,,1,
60,,,,,0,0,0,0,,,3.4,,,1,
60,,,,,4,4,2,1,,,3.4,,,1,
60,,,,,0,0,2,0,0,,3.4,,,1,
60,,,,,0,1,1,0,0,,3.4,,,1,
60,,,,,0,1,1,4,,,3.4,,,1,1
60,,,,,4,4,2,1,0,,3.4,,,1,1
60,,,,,,,,,,,3.4,,,1,1
60,,,,,0,0,,0,,,3.4,,,1,
60,1,1,0,1,2,1,0,0,0,0,3.4,22,60,0,
60,,1,,,0,2,2,0,,,3.4,,,1,
60,,,,,0,0,0,4,,,3.4,,,1,1
81,,,,,0,0,,,,,3.4,,,1,1
60,,,,,0,0,2,0,,,3.4,,,1,
60,,,,,0,0,,,,,3.4,,,1,2
60,,,,,0,1,1,1,0,,3.4,,,1,
60,,,,,,,,0,,,3.4,,,1,
60,,,,,0,1,1,1,0,,3.4,,,1,2
60,,,,,0,0,,0,,,3.4,,,1,
60,1,1,,,0,1,1,0,0,,3.4,,,1,3
60,,,,,0,2,2,0,0,,3.4,,,1,
60,,,,,5,4,,1,,,3.4,35,,1,1
60,,,,,1,0,,,,,3.4,,,1,
60,,,,,0,1,2,0,,,3.4,,,1,
60,1,1,0,1,2,2,3,1,0,0,3.4,26,60,1,2
60,,,,,0,2,2,1,,,3.4,,,1,
60,,,,,0,0,,4,,,3.4,28,,1,2
60,,,,,0,1,2,0,0,,3.4,,,1,
81,,,,,0,0,,0,,,3.4,31,81,1,
60,,,,,1,1,,4,,,3.4,,,1,
60,,2,,,0,1,2,4,,,3.4,,,1,
60,,,,,1,0,,,,,3.4,,,1,
60,,,,,1,0,,0,,,3.4,,,1,1
60,,,,,0,4,3,4,,,3.4,,,1,1
60,4,1,,,0,1,2,0,,,3.4,,,1,3
60,,,,,1,0,2,0,,,3.4,,,1,
60,,,,,0,0,2,1,,,3.4,,,1,3
60,,,,,,,,0,,,3.4,,,1,
60,,1,,,0,0,,,,,3.4,,,1,
81,,,,,0,0,2,4,,,3.4,,,1,
81,2,1,2,3,5,8,3,1,0,0,3.4,38,81,1,1
60,,,,1,0,1,2,0,0,,3.4,,,1,
60,,1,,,,1,3,0,,,3.4,,,1,
60,,,,,0,0,3,0,0,,3.4,,,1,
60,,,,,0,1,2,1,0,,3.4,,,1,
60,,,,,1,0,2,0,,,3.4,,,1,
60,,,,,0,0,,,,,3.4,,,1,
60,1,1,,,0,1,2,0,,,3.4,,,1,
60,,,,,0,4,,0,0,,3.4,,,1,
60,,,,,0,0,,0,,,3.4,,,1,
60,,1,,,0,0,0,0,0,,3.4,,,1,
60,,,,,0,0,0,0,,,3.4,,,1,
60,,,,,0,4,3,1,0,,3.4,,,1,
60,,,,,0,0,,0,,,3.4,,,1,
60,,1,,,0,1,2,0,0,,3.4,,,1,
60,,,,,,,,,,,3.4,,,1,
60,,,,,0,0,,0,,,3.4,,,1,
81,, ,,,0,0,,,,,3.4,,,1,
60,,,,,1,0,2,1,0,,3.4,,,1,1
,,,,,,,,,,,,,,,
60,,,,,6,4,3,,,,3.4,,,,
60,,1,,,0,1,,,,,3.4,,,,
60,,,,,0,0,0,,,,3.4,,,,3
,,,,,0,2,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,5,4,3,4,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,1,,,,,3,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,,,,0,1,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,4,2,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,1,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,1,,,0,1,,,,,3.4,,,,2
60,,,,,0,0,,,,,3.4,,,,
60,2,1,,,0,0,0,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,5,2,,,,,,,,,3
,,,,,,,,,,,,,,,
60,,,,,0,1,,,,,3.4,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,1,,,,,,,,,3.4,,,,3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,1,,,0,1,,,,,3.4,,,,3
60,,1,,,0,2,,0,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,2,4,3,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,,,2,,,,3.4,,,,
60,2,1,,,0,0,3,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,1,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,1,2,,,,,3.4,,,,
60,,,,,,,0,,,,3.4,,,,
60,,,,,0,0,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,1,,,,,,,,,3.4,,,,2
60,,,,,0,2,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,4,4,0,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,,,,,,1,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,1,2,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,0,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,1,,,,,3.4,,,,
60,,,,,0,0,0,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,0,2,3,,,,3.4,,,,3
60,2,1,,,0,1,,,,,3.4,,,,
,,,,,0,2,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,3,,,,,,,,3
60,,,,,0,2,0,,,,3.4,,,,
60,,,,,0,2,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,0,0,0,,,,3.4,,,,
60,,1,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,2,1,,,0,0,0,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,0,0,0,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,0,,,,3.4,,,,
60,,,,,0,1,,0,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,1,,,0,2,3,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,1,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,2,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,2,,,,,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,2
,,,,,,,,,,,,,,,2
60,,,,,0,0,0,0,,,3.4,,,,
,,,,,,,1,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,0,,,3.4,,,,
60,,,,,0,2,,0,,,3.4,,,,
60,,1,,,,,3,0,,,3.4,,,,
,,1,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,2,3,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,1,,,,,3.4,,,,
60,,1,,,0,2,,,,,3.4,,,,3
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,1,,1,0,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,5,2,,4,,,3.4,31,60,0,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,1,,1,0,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,2,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,4,4,0,4,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,5,6,,4,,,3.4,25,60,0,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,,,3,,,,3.4,,,,
,,,,,,,3,,,,,,,,
60,,,,,6,2,,4,,,3.4,22,,,
60,,,,,0,1,,1,0,,3.4,,,,
60,,,,,0,0,,4,,,3.4,,,,
60,,,,,0,0,0,4,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,2,2,,1,0,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,4,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,0,0,0,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,2,,1,0,,3.4,,,,
60,,,,,0,1,,4,,,3.4,34,60,0,
60,,,,,0,1,,1,0,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,6,4,,4,,,3.4,34,60,0,3
60,,,,,0,1,,4,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
81,,,,,5,2,,4,,,3.4,47,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,1,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,0,1,2,4,,,3.4,,,,
60,,,,,2,2,,4,,,3.4,31,,,
60,,,,,0,1,,4,,,3.4,33,60,0,2
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,4,,,3.4,,,,
60,,,,,0,1,0,0,0,,3.4,,,,
60,,,,,1,2,,1,,,3.4,,,,1
60,,,,,1,3,2,4,,,3.4,,,,1
60,,,,,0,2,,1,,,3.4,,,,1
60,,,,,,,0,,,,3.4,,,,1
,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,1
60,,,,,,,,,,,3.4,,,,1
60,,,,,,,,,,,3.4,,,,1
60,,,,,,,,,,,3.4,,,,1
,,,,,,,,,,,,,,,1
60,,,,,,,2,,,,3.4,,,,1
60,,,,,0,0,,,,,3.4,,,,1
60,,,,,,,,,,,3.4,,,,1
,,,,,,,3,,,,,,,,1
60,,,,,0,1,3,,,,3.4,,,,1
60,,,,,5,1,,4,,,3.4,21,,,1
60,,,,,0,1,,,,,3.4,34,,,3
60,,,,,0,2,,4,,,3.4,,,,1
60,,,,,1,2,,4,,,3.4,,,,3
60,,,,,0,0,0,4,,,3.4,39,,,3
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,0,0,,,,,3.4,,,,1
60,,,,,0,1,,1,,,3.4,,,,
60,,,,,0,1,2,4,,,3.4,31,,,3
60,,,,,,,,,,,3.4,,,,1
81,,,,,5,4,3,4,,,3.4,,,,1
60,,,,,,,2,,,,3.4,,,,1
60,,,,,,,,,,,3.4,,,,
60,,,,,2,2,2,4,,,3.4,,,,1
60,,,,,0,2,,4,,,3.4,35,,,2
60,,,,,0,0,0,4,,,3.4,,,,
