POB,Kids,Married,FSES,YNatStat,EdArea,EdAchv,Occ,School,RelBack,SocBG,Region,AgeJoin,Cjoin,PlJoin,risk
60,,,,,,,,,,,3.4,,,,1
,,,,,,,,,,,,,,,1
60,,,,,,,,,,,3.4,,,,
60,,,,,6,8,3,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,1,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,3
60,,,,,,,0,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,2,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,1,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,,,,,,3,,,,3.4,,,,
60,,,,,,,2,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,3,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,1,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
114,,,,,,,3,,,,3.4,,,,
81,, , ,,,,,,,,3.4,,,,
81,, , ,,,,,,,,3.4,,,,
114,, ,,,,,,,,,3.4,,,,
81,,, ,,,,3,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
60,,, ,,1,3,3,,,,3.4,,,,
60,,,,,,,,1,,,3.4,22,60,0,
60,,,,,,,,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
60,,,,,2,1,,1,,,3.4,17,103,,2
60,,, ,,,,,,,,3.4,,,,
60,,, ,,0,1,,1,,,3.4,20,60,0,
60,,,,,,,,,,,3.4,,,,
81,,,,,5,4,3,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
81,,,,,,,1,,,,3.4,,,,
81,,, ,,,,3,,,,3.4,,,,
81, ,, ,,,,1,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
103,,,,,1,2,,1,,,3.4,,,,
81,,,,,,,1,,,,3.4,,,,
81, ,, ,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
81,,, ,,,,1,,,,3.4,,,,
60,,,,,,,0,,,,3.4,,,,
103,,,,,,,1,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
81,,1,,,,,,1,,,3.4,,,,
81,,, ,,,,2,,,,3.4,,,,
81, ,,,,,,3,,,,3.4,,,,
,, ,,,,,1,,,,,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,, ,,,,3,,,,3.4,,,,
103,,1,,,2,4,,4,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,, , ,,,,,,,,3.4,,,,
81, , ,,,,,,,,,3.4,,,,
81,,,,,5,4,3,,,,3.4,,,,
,,,,,,,3,,,,,,,,
81, ,,,,,,3,,,,3.4,,,,
,, ,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
81,, , ,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
81,,,,,,,,,,,3.4,,,,
81, ,,,,,,3,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
81,,,,,1,1,1,4,,,3.4,,,,1
81,, ,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
81,,,,,,,1,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
129,, ,,,,,,,,,3.4,,,,
81, ,,,,,,2,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
60,, ,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,2
81,,,,,,,3,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
60,,,,,,,1,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
60,,1,,,5,2,,4,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,3,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,
81,,,,,,,1,,,,3.4,,,,
81,,,,,,,,,,,3.4,,,,2
81,, ,,,,,,,,,3.4,,,,
81,,,,,0,4,3,,,,3.4,,,,
81,, ,,,,,,,,,3.4,,,,2
81,, ,,,,,,,,,3.4,,,,3
81,, ,,,,,1,,,,3.4,,,,
114,,,,,4,2,,4,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,1,,,,3.4,,114,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,3
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,,,,,3.4,,,,
114,,,,,,,2,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
114,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,4,4,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,2,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,2
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
41,,,,,,,,,,,1.3,,,,
103,,,,,0,0,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,2
,,,,,,,,,,,,,,,
103,,,,,0,0,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
86,,,,,,,,,,,1.3,,,,
60,,,,,,,,,,,3.4,,,,2
103,,,,,0,1,,,,,3.4,,,,3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,5,2,0,,,,3.4,,,,2
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
103,,,,,,,,,,,3.4,,,,
86,,,,,,,,,,,1.3,,,,
114,0,,,1,0,1,1,3,,,3.4,,114,0,2
114,,,0,1,0,0,0,4,,,3.4,,114,0,1
114,,,,1,5,3,1,4,,,3.4,,114,0,1
114,,,,1,5,3,1,4,,,3.4,,114,0,1
114,,,,1,5,3,1,4,,,3.4,,114,0,1
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,,1,,,0,1,3,1,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
60,,,,,6,8,3,,,,3.4,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,0,1,,,,,,,,,
,,,,,,,,,,,,,,,
81,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
60,0,1,0,1,2,1,3,0,0,0,3.4,19,60,0,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,
60,,,,,,,,,,,3.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
45,3,1,2,1,,0,,,1,1,7,,,,3
45,,,2,1,,0,,,1,,7,,,,
121,,,,1,,,,,,,7,,,,
45,,,2,1,,4,,,1,,7,,,,
45,3,1,,1,,,,,0,,7,,,,3
126,6,1,,1,,1,1,,,1,3.5,,,,2
126,,1,,1,,,1,,,0,3.5,,,,2
126,,1,,1,5,2,3,,,,3.5,,,,2
126,,1,1,1,4,4,3,,,,3.5,,,,2
86,,1,1,0,,1,0,,,1,1.3,,,,2
86,2,1,,1,,,1,,,0,1.3,,,,2
3,,,,1,,,0,,,1,,,,,1
110,,,,1,,,,,,,,,,,2
140,,,,1,,,,,,,,,,,2
48,,1,,1,5,4,,,,,,,,,2
126,,1,,1,,,3,,,1,3.5,,,,2
126,,,,1,,,3,,,,3.5,,,,1
126,,,,1,,,3,,,,3.5,,,,2
126,,1,,1,,,2,,,,3.5,,,,2
126,,,1,1,0,1,2,,,,3.5,,,,2
,,1,,1,,,,,,,,,,,2
126,4,1,,1,,,2,,,1,3.5,,,,2
126,,,,1,,,,,,,3.5,,,,2
126,3,1,,1,,,0,,,,3.5,,,,2
126,,1,1,1,,,2,,,1,3.5,,,,2
119,,1,,0,,,,,,1,,,,,2
,,,,,,,,,,,,,,,2
3,,,0,1,,,0,,,1,,,,,2
126,,,,1,,,2,,,,3.5,,,,2
126,,,,1,,,2,,,,3.5,,,,2
132,,1,0,1,4,7,2,,,0,1.3,,,,2
68,5,1,,1,2,8,3,,,0,3.5,,,,3
126,,0,,1,,,0,,,0,3.5,,,,1
86,,1,,1,,,2,,,,1.3,,,,2
86,,1,,1,,,,,,,1.3,,,,2
86,,,,1,0,1,,,,,1.3,,,,2
86,,1,,1,,,1,,,1,1.3,,,,2
86,,,,1,,,0,,,,1.3,,,,2
41,,,1,1,5,4,0,,,,1.3,,,,3
3,,,,1,,,0,,,1,1.3,,,,2
86,,,,1,,,1,,,,1.3,,,,2
86,,,,1,,,2,,,,1.3,,,,3
86,1,0,,1,,,1,,,1,1.3,,,,2
86,2,1,,1,,,0,,,1,1.3,,,,2
86,,,,1,,,0,,,1,1.3,,,,2
86,,,,1,,,0,,,1,1.3,,,,2
86,,,,1,,,0,,,1,1.3,,,,2
86,,,,1,,,0,,,1,1.3,,,,2
119,0,1,,0,,,0,,,1,4.3,,,,2
119,,,,0,,,2,,,1,4.3,,,,2
86,,,,1,,,0,,,1,1.3,,,,2
86,,,,1,,,,,,,1.3,,,,1
3,,,,1,,,,,,,1.3,,,,1
86,,,,1,,,0,,,,1.3,,,,2
126,8,1,,0,,,2,,,,3.5,,,,2
126,5,1,,1,,,2,,,,3.5,,,,2
86,,,,1,,,,,,,1.3,,,,1
86,0,0,,1,,,,,,,1.3,,,,1
86,,,,1,,,,,,,1.3,,,,2
86,,,,1,,,0,,,,1.3,,,,2
86,0,0,,1,,,2,,,,1.3,,,,3
86,,,,1,,,0,,,1,1.3,,,,1
86,,,,1,,,0,,,1,1.3,,,,1
86,,,,1,,,,,,,1.3,,,,1
86,,,,1,,,0,,,,1.3,,,,1
119,0,1,,0,,,1,,,0,4.3,,,,2
119,,,,0,,,,,,,4.3,,,,2
119,,,,0,,,0,,,,4.3,,,,2
119,,,,0,,,0,,,,4.3,,,,2
119,,,,0,,,0,,,1,4.3,,,,2
119,,,,0,,,0,,,1,4.3,,,,2
3,1,1,,1,,,0,,,1,1.3,,,,1
65,,,,1,,,,,,,4.3,,,,1
86,,,,1,,,,,,,1.3,,,,1
86,,,,1,,,,,,,1.3,,,,1
86,,,,1,,,,,,,1.3,,,,1
86,,,,1,,,,,,,1.3,,,,1
86,,,,1,,,1,,,,1.3,,,,1
86,0,0,,1,5,4,3,,,,1.3,,,,2
119,0,0,,0,,,0,,,,4.3,,,,3
66,2,1,1,1,0,0,0,4,,,2.2,,136,,
136,,0,1,2,2,4,,4,,1,4.2,,136,,
136,1,1,1,0,0,4,2,4,,1,4.2,,136,,
136,,0,1,0,4,4,,0,0,1,4.2,,136,,
3,,,0,1,0,0,1,4,2,,1.3,,,,
98,,,1,1,5,2,1,,,,3.3,,,,
136,,,1,0,0,2,,4,2,,4.2,18,98,,
136,,,,0,5,4,1,4,2,,4.2,24,98,,
,,1,0,0,,,1,4,,,,,,,
,,,,,,,,,,,,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
41,,,,,,,,,,,1.3,,,,
,,,,,,,1,,,,,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,1,2,,,,,3.5,,,,
71,,,,,,,2,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,2,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,3,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,,1,,,,1.3,,,,
77,,,,,,,2,,,,1.3,,,,
110,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,1,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
132,,,,,,,1,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,2,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,3,,,,3.5,,,,
68,,,,,,,2,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,0,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,,,0,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,0,,,,3.5,,,,
3,,,,,,2,,,,,1.3,,,,
3,,,,,,2,,,,,1.3,,,,
110,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,1,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
132,,,,,,,2,,,,1.3,,,,
110,,,,,,,2,,,,3.5,,,,
77,,,,,2,2,,,,,1.3,,,,
3,,,,,,,1,,,,1.3,,,,
3,,,,,,,0,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
3,,,,,,,1,,,,1.3,,,,
3,,,,,,,0,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,0,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
140,,,,,0,1,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,0,2,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,2,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,2,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
120,,,,,,,,,,,3.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,2,2,,,,,3.5,,,,
86,,,,,,,1,,,,1.3,,,,
86,,,,,2,2,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,2,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
132,,,,,0,2,,,,,1.3,,,,
110,,,,,,,1,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,5,2,3,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
126,,,,,5,2,3,,,,3.5,,,,
110,,,,,2,4,3,,,,3.5,,,,
77,,,,,0,0,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,6,2,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,2,2,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,6,2,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,1,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
