POB,Kids,Married,FSES,YNatStat,EdArea,EdAchv,Occ,School,RelBack,SocBG,Region,AgeJoin,Cjoin,PlJoin,risk
110,,,,,,,,,,,3.5,,,,
110,,,,,,,2,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,2,2,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,1,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,0,2,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,2,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,5,2,,,,,3.5,,,,
68,,,,,,,2,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
16,,,,,,,,,,,4.3,,,,
110,,,,,1,3,1,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
140,,,,,2,2,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,0,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
41,,,,,,,3,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,0,1,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,0,2,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,1,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,1,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,1,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
68,,,,,,,0,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
,,,,,,,0,,,,,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,0,2,,,,,3.5,,,,
110,,,,,,,0,,,,3.5,,,,
,,,,,,,,,,,,,,,
110,,,,,0,2,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,0,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
140,,,,,5,2,3,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
14,,,,,,,,,,,4.4,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,0,1,,,,,1.3,,,,
41,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
,,,,,,,0,,,,,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
41,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
132,,,,,,,3,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
41,,,,,0,2,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
84,,,,,,,,,,,1.5,,,,
140,,,,,2,2,,,,,3.5,,,,
74,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,0,,,,1.3,,,,
140,,,,,0,0,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
3,,,,,,,1,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,0,1,,,,,3.5,,,,
124,,,,,,,0,,,,4.2,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
77,,,,,0,1,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
97,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,2,2,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
77,,,,,4,2,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,3,,,,3.5,,,,
77,,,,,,,3,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,0,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,4,2,,,,,1.3,,,,
77,,,,,2,2,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,6,2,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
57,,,,,,,1,,,,4.1,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
3,,,,,,, ,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,0,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,1,,,,1.3,,,,
86,,,,,,, ,,,,1.3,,,,
110,,,,,,,0,,,,3.5,,,,
41,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,, ,,,,1.3,,,,
,,,,,, ,,,,,0,,,,
126,,,,,,,,,,,3.5,,,,
,,,,,,,,,,,,,,,
110,,,,,,, ,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,1,0,1,,,,3.5,,,,
132,,,,,,,1,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
68,,,,,,, ,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
,,,,,,,,,,,,,,,
,,,,,, ,,,,,0,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
132,,,,,0,7,3,,,,1.3,,,,
126,,,,,,, ,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
126,,,,,0,7,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
3,,,,,,,1,,,,1.3,,,,
77,,,,,,, ,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
77,,,,,,, ,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
77,,,,,,, ,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,, ,,,,1.3,,,,
77,,,,,,, ,,,,1.3,,,,
140,,,,,,, ,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,3,,,,3.5,,,,
47,,,,,,,,,,,4.4,,,,
3,,,,,,,,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
132,,,,,,,1,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
86,,,,,,,3,,,,1.3,,,,
47,,,,,,,,,,,4.4,,,,
3,,,,,5,2,,,,,1.3,,,,
3,,,,,5,2,,,,,1.3,,,,
3,,,,,,, ,,,,1.3,,,,
77,,,,,,,0,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,0,2,,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,2,2,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
3,,,,,,,,,,,1.3,,,,
86,,,,,,,,,,,1.3,,,,
136,,,,,,,,,,,4.2,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
132,,,,,0,2,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
86,,,,,,,2,,,,1.3,,,,
110,,,,,2,4,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
77,,,,,,,3,,,,1.3,,,,
110,,,,,,, ,,,,3.5,,,,
77,,,,,,,1,,,,1.3,,,,
3,,,,,5,2,,,,,1.3,,,,
68,,,,,,,,,,,3.5,,,,
77,,,,,6,2,,,,,1.3,,,,
86,,,,,,, ,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,, ,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
110,,,,,5,2,,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
140,,,,,,,2,,,,3.5,,,,
68,,,,,,,,,,,3.5,,,,
110,,,,,,, ,,,,3.5,,,,
140,,,,,,,3,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
86,,,,,,,,,,,1.3,,,,
77,,,,,,,,,,,1.3,,,,
110,,,,,,,3,,,,3.5,,,,
140,,,,,5,2,1,,,,3.5,,,,
126,,,,,,,,,,,3.5,,,,
86,,,,,,, ,,,,1.3,,,,
140,,,,,,,,,,,3.5,,,,
110,,,,,,,3,,,,3.5,,,,
110,,,,,,,,,,,3.5,,,,
126,,,,,,, ,,,,3.5,,,,
140,,,,,,,,,,,3.5,,,,
77,,,,,,,2,,,,1.3,,,,
110,,,,,,,,,,,3.5,,,,
132,,,,,,,,,,,1.3,,,,
126,,,,,,,,,,,3.5,,,,
50,0,1,1,1,4,7,3,,2,2,4.3,31,50,1,3
50,2,2,1,1,0,1,1,4,2,0,4.3,23,50,0,2
50,0,0,0,1,0,1,0,,2,0,4.3,25,50,0,3
50,1,3,0,1,3,2,1,,2,2,4.3,22,50,0,3
50,0,1,1,1,4,2,3,,2,0,4.3,23,50,0,3
50,1,1,1,1,0,1,1,,2,2,4.3,30,50,0,3
50,0,0,0,1,0,1,0,,2,2,4.3,22,50,0,3
50,2,1,1,1,0,1,0,,2,2,4.3,21,50,0,3
48,0,1,1,1,0,1,0,,2,0,4.3,21,50,0,3
50,3,1,0,1,0,1,2,,2,0,4.3,19,50,0,2
50,1,1,0,1,0,1,0,,2,2,4.3,37,50,0,2
50,0,0,1,1,2,4,3,,2,2,4.3,22,50,0,3
48,0,0,0,1,0,1,0,,2,0,4.3,22,50,0,2
50,2,1,0,1,0,2,1,,2,2,4.3,43,50,0,2
50,0,0,1,1,3,4,3,,2,0,4.3,22,50,0,2
50,1,2,0,1,0,1,0,,2,0,4.3,,50,0,2
50,2,1,0,1,0,1,0,,2,0,4.3,30,50,0,3
50,0,0,0,1,0,1,1,,2,2,4.3,25,50,0,3
50,0,1,1,1,5,4,3,,,2,4.3,31,50,0,
50,0,0,0,1,0,2,0,,2,0,4.3,23,50,0,
50,5,2,1,1,5,4,3,,2,3,4.3,36,50,0,
50,0,3,1,,5,4,3,,2,0,4.3,25,50,0,
,,,,,,,,,,,,,,,
,,1,1,1,2,,3,,0,,3.4,41,60,0,2
,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,
60,2,1,0,1,2,3,0,,0,0,3.4,,60,0,
,,,,,,,,,,,,,,,
,,2,0,1,0,1,0,,1,,3.4,,60,0,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,,3,0,1,1,1,0,,0,,3.4,30,60,,
,0,0,0,1,0,1,,,0,,3.4,,60,0,
,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,
60,1,1,1,1,2,4,0,,0,0,3.4,,60,0,
60,3,1,1,1,5,1,1,4,0,0,3.4,40,60,0,
60,3,1,0,1,2,0,0,0,0,0,3.5,,60,0,
110,,,,,,,,,,,,,,,
60,4,1,0,1,1,1,,4,0,,3.4,35,60,0,
,,,,,,,,,,,,,,,
60,2,1,0,1,1,1,0,4,0,0,3.4,23,60,,1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,0,1,1,1,0,1,0,0,0,0,3.4,21,60,0,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60,0,0,0,1,2,2,3,0,0,0,3.4,25,60,0,2
60,1,3,0,1,1,1,0,,0,0,3.4,20,60,0,
